"observation_group_id","date","person_id","station_id","station_name"
"20170910_CC4333*01_unk_1_1","2017-09-10",-6000,100004,"Hannah Administration Building"
"20170911_CC0192*01_unk_2_1","2017-09-11",-6000,100006,"Music Building"
"20170911_CC0597*01_unk_3_1","2017-09-11",-6000,100005,"Beal Botanical Garden"
"20170911_CC0364*01_unk_4_1","2017-09-11",-6000,100001,"Beaumont Tower"
"20170911_CC6694*01_unk_5_1","2017-09-11",-6000,100016,"Shaw Hall"
"20170911_89P063*01_unk_6_1","2017-09-11",-6000,100016,"Shaw Hall"
"20170911_NN0748*01_unk_7_1","2017-09-11",-6000,100013,"Plant Sciences"
"20170911_NN0748*01_unk_8_1","2017-09-11",-6000,100013,"Plant Sciences"
"20170911_CC6943*01_unk_9_1","2017-09-11",-6000,100018,"South Neighborhood"
"20170911_CC2662*01_unk_10_1","2017-09-11",-6000,100017,"Wharton Center"
"20170911_CC2662*02_unk_11_1","2017-09-11",-6000,100017,"Wharton Center"
"20170911_20000146*02_unk_12_1","2017-09-11",-6000,100013,"Plant Sciences"
"20170911_20000146*05_unk_13_1","2017-09-11",-6000,100013,"Plant Sciences"
"20170911_CC4653*01_unk_14_1","2017-09-11",-6000,100003,"Grand River Ave"
"20170911_CC6397*02_unk_15_1","2017-09-11",-6000,100008,"NE Dorms"
"20170911_20090665*02_unk_16_1","2017-09-11",-6000,100001,"Beaumont Tower"
"20170911_CC4600*01_unk_17_1","2017-09-11",-6000,100002,"Benefactors Plaza"
"20170911_CC1741*01_unk_18_1","2017-09-11",-6000,100011,"International Center"
"20170911_CC7298*01_unk_19_1","2017-09-11",-6000,100014,"Breslin to Stadium"
"20170911_CC0242*01_unk_20_1","2017-09-11",-6000,100001,"Beaumont Tower"
"20170911_CC0169*01_unk_21_1","2017-09-11",-6000,100006,"Music Building"
"20170911_CC5459*03_unk_22_1","2017-09-11",-6000,100018,"South Neighborhood"
"20170912_CC6397*02_unk_23_1","2017-09-12",-6000,100008,"NE Dorms"
"20170912_CC1666*01_unk_24_1","2017-09-12",-6000,100011,"International Center"
"20170912_CC1720*03_unk_25_1","2017-09-12",-6000,100011,"International Center"
"20170912_CC1720*02_unk_26_1","2017-09-12",-6000,100011,"International Center"
"20170912_CC1720*01_unk_27_1","2017-09-12",-6000,100011,"International Center"
"20170912_CC4918*01_unk_28_1","2017-09-12",-6000,100006,"Music Building"
"20170912_CC0549*01_unk_29_1","2017-09-12",-6000,100005,"Beal Botanical Garden"
"20170912_CC4331*01_unk_30_1","2017-09-12",-6000,100004,"Hannah Administration Building"
"20170912_CC4333*01_unk_31_1","2017-09-12",-6000,100004,"Hannah Administration Building"
"20170912_CC1741*01_unk_32_1","2017-09-12",-6000,100011,"International Center"
"20170913_20100048*06_unk_33_1","2017-09-13",-6000,NA,NA
"20170913_CC6250*01_unk_34_1","2017-09-13",-6000,100008,"NE Dorms"
"20170913_CC6259*01_unk_35_1","2017-09-13",-6000,100008,"NE Dorms"
"20170913_CC1720*02_unk_36_1","2017-09-13",-6000,100011,"International Center"
"20170913_NN0749*01_unk_37_1","2017-09-13",-6000,100013,"Plant Sciences"
"20170913_CC0242*01_unk_38_1","2017-09-13",-6000,100001,"Beaumont Tower"
"20170913_CC1245*01_unk_39_1","2017-09-13",-6000,100003,"Grand River Ave"
"20170913_20100048*14_unk_40_1","2017-09-13",-6000,100013,"Plant Sciences"
"20170913_20130268*01_unk_41_1","2017-09-13",-6000,100001,"Beaumont Tower"
"20170913_CC0016*01_unk_42_1","2017-09-13",-6000,100006,"Music Building"
"20170913_20000146*02_unk_43_1","2017-09-13",-6000,100013,"Plant Sciences"
"20170913_20000146*03_unk_44_1","2017-09-13",-6000,100013,"Plant Sciences"
"20170913_20100048*13_unk_45_1","2017-09-13",-6000,100013,"Plant Sciences"
"20170913_94N379*07_unk_46_1","2017-09-13",-6000,100013,"Plant Sciences"
"20170913_CC4955*04_unk_47_1","2017-09-13",-6000,NA,NA
"20170913_CC6328*01_unk_48_1","2017-09-13",-6000,100008,"NE Dorms"
"20170913_CC6694*01_unk_49_1","2017-09-13",-6000,100016,"Shaw Hall"
"20170913_CC2202*01_unk_50_1","2017-09-13",-6000,100009,"Jenison Field House"
"20170913_CC2938*01_unk_51_1","2017-09-13",-6000,100010,"Sanford Natural Area"
"20170913_CC6484*02_unk_52_1","2017-09-13",-6000,NA,NA
"20170913_CC6484*01_unk_53_1","2017-09-13",-6000,NA,NA
"20170913_CC6500*01_unk_54_1","2017-09-13",-6000,100004,"Hannah Administration Building"
"20170913_CC0357*01_unk_55_1","2017-09-13",-6000,100001,"Beaumont Tower"
"20170913_89P063*01_unk_56_1","2017-09-13",-6000,100016,"Shaw Hall"
"20170913_CC4676*02_unk_57_1","2017-09-13",-6000,NA,NA
"20170913_CC1245*01_unk_58_1","2017-09-13",-6000,100003,"Grand River Ave"
"20170913_CC5067*01_unk_59_1","2017-09-13",-6000,NA,NA
"20170913_98P136*01_unk_60_1","2017-09-13",-6000,NA,NA
"20170913_20100048*07_unk_61_1","2017-09-13",-6000,100013,"Plant Sciences"
"20170913_20100048*10_unk_62_1","2017-09-13",-6000,NA,NA
"20170913_CC4955*01_unk_63_1","2017-09-13",-6000,100014,"Breslin to Stadium"
"20170913_CC6390*01_unk_64_1","2017-09-13",-6000,100008,"NE Dorms"
"20170914_94N379*17_unk_65_1","2017-09-14",-6000,100013,"Plant Sciences"
"20170914_CC1059*01_unk_66_1","2017-09-14",-6000,100004,"Hannah Administration Building"
"20170914_CC6694*02_unk_67_1","2017-09-14",-6000,100016,"Shaw Hall"
"20170914_CC0402*01_unk_68_1","2017-09-14",-6000,100001,"Beaumont Tower"
"20170914_CC0239*01_unk_69_1","2017-09-14",-6000,100001,"Beaumont Tower"
"20170914_20110608*01_unk_70_1","2017-09-14",-6000,100003,"Grand River Ave"
"20170914_CC1849*01_unk_71_1","2017-09-14",-6000,100009,"Jenison Field House"
"20170914_CC9222*01_unk_72_1","2017-09-14",-6000,100004,"Hannah Administration Building"
"20170914_98P021*03_unk_73_1","2017-09-14",-6000,100001,"Beaumont Tower"
"20170914_CC4948*01_unk_74_1","2017-09-14",-6000,NA,NA
"20170914_CC2202*01_unk_75_1","2017-09-14",-6000,100009,"Jenison Field House"
"20170914_CC4918*01_unk_76_1","2017-09-14",-6000,100006,"Music Building"
"20170914_CC4423*01_unk_77_1","2017-09-14",-6000,100002,"Benefactors Plaza"
"20170914_CC1126*01_unk_78_1","2017-09-14",-6000,100012,"NW corner"
"20170914_CC2536*01_unk_79_1","2017-09-14",-6000,100013,"Plant Sciences"
"20170914_CC2943*01_unk_80_1","2017-09-14",-6000,100010,"Sanford Natural Area"
"20170914_CC1032*01_unk_81_1","2017-09-14",-6000,100004,"Hannah Administration Building"
"20170914_20100048*10_unk_82_1","2017-09-14",-6000,NA,NA
"20170914_CC2943*03_unk_83_1","2017-09-14",-6000,100010,"Sanford Natural Area"
"20170914_CC2662*01_unk_84_1","2017-09-14",-6000,100017,"Wharton Center"
"20170914_20100048*13_unk_85_1","2017-09-14",-6000,100013,"Plant Sciences"
"20170914_89P063*02_unk_86_1","2017-09-14",-6000,100016,"Shaw Hall"
"20170914_20000146*02_unk_87_1","2017-09-14",-6000,100013,"Plant Sciences"
"20170914_89P063*03_unk_88_1","2017-09-14",-6000,100016,"Shaw Hall"
"20170914_CC0314*01_unk_89_1","2017-09-14",-6000,100001,"Beaumont Tower"
"20170914_98P021*03_unk_90_1","2017-09-14",-6000,100001,"Beaumont Tower"
"20170914_89P063*08_unk_91_1","2017-09-14",-6000,100016,"Shaw Hall"
"20170914_CC5971*01_unk_92_1","2017-09-14",-6000,100011,"International Center"
"20170914_20070154*04_unk_93_1","2017-09-14",-6000,100006,"Music Building"
"20170914_CC0255*01_unk_94_1","2017-09-14",-6000,100001,"Beaumont Tower"
"20170914_CC0182*01_unk_95_1","2017-09-14",-6000,100006,"Music Building"
"20170914_20100048*06_unk_96_1","2017-09-14",-6000,NA,NA
"20170914_CC6390*01_unk_97_1","2017-09-14",-6000,100008,"NE Dorms"
"20170914_CC5484*02_unk_98_1","2017-09-14",-6000,100016,"Shaw Hall"
"20170914_CC0190*01_unk_99_1","2017-09-14",-6000,100006,"Music Building"
"20170914_CC6341*01_unk_100_1","2017-09-14",-6000,100008,"NE Dorms"
"20170914_CC1059*01_unk_101_1","2017-09-14",-6000,100004,"Hannah Administration Building"
"20170914_CC4326*01_unk_102_1","2017-09-14",-6000,100004,"Hannah Administration Building"
"20170914_CC5459*02_unk_103_1","2017-09-14",-6000,100018,"South Neighborhood"
"20170914_20050360*10_unk_104_1","2017-09-14",-6000,100001,"Beaumont Tower"
"20170914_CC6272*01_unk_105_1","2017-09-14",-6000,100008,"NE Dorms"
"20170914_CC6260*01_unk_106_1","2017-09-14",-6000,100008,"NE Dorms"
"20170914_CC0549*01_unk_107_1","2017-09-14",-6000,100005,"Beal Botanical Garden"
"20170914_CC6259*02_unk_108_1","2017-09-14",-6000,100008,"NE Dorms"
"20170914_CC6259*03_unk_109_1","2017-09-14",-6000,100008,"NE Dorms"
"20170914_CC6284*01_unk_110_1","2017-09-14",-6000,NA,NA
"20170914_20110608*01_unk_111_1","2017-09-14",-6000,100003,"Grand River Ave"
"20170914_CC6392*01_unk_112_1","2017-09-14",-6000,100007,"Kresge Arts Center and Giltner Hall"
"20170914_CC6403*01_unk_113_1","2017-09-14",-6000,100008,"NE Dorms"
"20170914_20100048*09_unk_114_1","2017-09-14",-6000,100013,"Plant Sciences"
"20170914_CC0357*01_unk_115_1","2017-09-14",-6000,100001,"Beaumont Tower"
"20170914_20080059*14_unk_116_1","2017-09-14",-6000,100001,"Beaumont Tower"
"20170914_CC0383*01_unk_117_1","2017-09-14",-6000,100001,"Beaumont Tower"
"20170914_20080059*15_unk_118_1","2017-09-14",-6000,100001,"Beaumont Tower"
"20170914_CC0320*01_unk_119_1","2017-09-14",-6000,100001,"Beaumont Tower"
"20170914_20090665*02_unk_120_1","2017-09-14",-6000,100001,"Beaumont Tower"
"20170914_CC1059*01_unk_121_1","2017-09-14",-6000,100004,"Hannah Administration Building"
"20170914_CC5459*03_unk_122_1","2017-09-14",-6000,100018,"South Neighborhood"
"20170914_CC4326*01_unk_123_1","2017-09-14",-6000,100004,"Hannah Administration Building"
"20170915_CC6394*01_unk_124_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC6270*01_unk_125_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_20060244*07_unk_126_1","2017-09-15",-6000,100007,"Kresge Arts Center and Giltner Hall"
"20170915_CC0370*01_unk_127_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC6484*01_unk_128_1","2017-09-15",-6000,NA,NA
"20170915_CC6259*03_unk_129_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC6259*01_unk_130_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC1623*01_unk_131_1","2017-09-15",-6000,100016,"Shaw Hall"
"20170915_CC6272*01_unk_132_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC6260*01_unk_133_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC4676*02_unk_134_1","2017-09-15",-6000,NA,NA
"20170915_CC6270*01_unk_135_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC6397*02_unk_136_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC4955*04_unk_137_1","2017-09-15",-6000,NA,NA
"20170915_CC4662*01_unk_138_1","2017-09-15",-6000,100003,"Grand River Ave"
"20170915_CC4636*03_unk_139_1","2017-09-15",-6000,NA,NA
"20170915_98P136*01_unk_140_1","2017-09-15",-6000,NA,NA
"20170915_CC0320*01_unk_141_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC0383*01_unk_142_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_20080508*01_unk_143_1","2017-09-15",-6000,100004,"Hannah Administration Building"
"20170915_20090665*02_unk_144_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_20100048*06_unk_145_1","2017-09-15",-6000,NA,NA
"20170915_20060244*07_unk_146_1","2017-09-15",-6000,100007,"Kresge Arts Center and Giltner Hall"
"20170915_CC0314*01_unk_147_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC1720*03_unk_148_1","2017-09-15",-6000,100011,"International Center"
"20170915_CC6260*01_unk_149_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC6259*04_unk_150_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC1245*01_unk_151_1","2017-09-15",-6000,100003,"Grand River Ave"
"20170915_CC6249*01_unk_152_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC0370*01_unk_153_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_20080059*14_unk_154_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC6250*01_unk_155_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC1032*01_unk_156_1","2017-09-15",-6000,100004,"Hannah Administration Building"
"20170915_CC6248*01_unk_157_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC4333*01_unk_158_1","2017-09-15",-6000,100004,"Hannah Administration Building"
"20170915_89P063*02_unk_159_1","2017-09-15",-6000,100016,"Shaw Hall"
"20170915_CC6281*01_unk_160_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC1849*01_unk_161_1","2017-09-15",-6000,100009,"Jenison Field House"
"20170915_98P021*03_unk_162_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_20050360*10_unk_163_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC6859*01_unk_164_1","2017-09-15",-6000,100011,"International Center"
"20170915_CC4639*02_unk_165_1","2017-09-15",-6000,NA,NA
"20170915_CC1402*01_unk_166_1","2017-09-15",-6000,100007,"Kresge Arts Center and Giltner Hall"
"20170915_CC4955*04_unk_167_1","2017-09-15",-6000,NA,NA
"20170915_CC0074*01_unk_168_1","2017-09-15",-6000,100006,"Music Building"
"20170915_20050360*10_unk_169_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC6405*01_unk_170_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC6500*01_unk_171_1","2017-09-15",-6000,100004,"Hannah Administration Building"
"20170915_CC6403*01_unk_172_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC0288*01_unk_173_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_NN0749*01_unk_174_1","2017-09-15",-6000,100013,"Plant Sciences"
"20170915_NN0748*01_unk_175_1","2017-09-15",-6000,100013,"Plant Sciences"
"20170915_NN0749*01_unk_176_1","2017-09-15",-6000,100013,"Plant Sciences"
"20170915_CC6403*01_unk_177_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC6259*04_unk_178_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC0286*01_unk_179_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC5067*02_unk_180_1","2017-09-15",-6000,NA,NA
"20170915_CC0255*01_unk_181_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC0182*01_unk_182_1","2017-09-15",-6000,100006,"Music Building"
"20170915_CC0255*01_unk_183_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_20130268*01_unk_184_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC0253*01_unk_185_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC4611*01_unk_186_1","2017-09-15",-6000,NA,NA
"20170915_20100048*13_unk_187_1","2017-09-15",-6000,100013,"Plant Sciences"
"20170915_CC6283*01_unk_188_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC1032*01_unk_189_1","2017-09-15",-6000,100004,"Hannah Administration Building"
"20170915_20000146*04_unk_190_1","2017-09-15",-6000,100013,"Plant Sciences"
"20170915_CC4333*01_unk_191_1","2017-09-15",-6000,100004,"Hannah Administration Building"
"20170915_20000146*04_unk_192_1","2017-09-15",-6000,100013,"Plant Sciences"
"20170915_CC2536*01_unk_193_1","2017-09-15",-6000,100013,"Plant Sciences"
"20170915_20060244*12_unk_194_1","2017-09-15",-6000,100007,"Kresge Arts Center and Giltner Hall"
"20170915_CC0074*01_unk_195_1","2017-09-15",-6000,100006,"Music Building"
"20170915_CC1720*02_unk_196_1","2017-09-15",-6000,100011,"International Center"
"20170915_CC4639*02_unk_197_1","2017-09-15",-6000,NA,NA
"20170915_CC0139*01_unk_198_1","2017-09-15",-6000,100006,"Music Building"
"20170915_CC4639*01_unk_199_1","2017-09-15",-6000,NA,NA
"20170915_CC4636*03_unk_200_1","2017-09-15",-6000,NA,NA
"20170915_CC4636*02_unk_201_1","2017-09-15",-6000,NA,NA
"20170915_89P063*01_unk_202_1","2017-09-15",-6000,100016,"Shaw Hall"
"20170915_CC4636*01_unk_203_1","2017-09-15",-6000,NA,NA
"20170915_CC0255*01_unk_204_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC0286*01_unk_205_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC4948*01_unk_206_1","2017-09-15",-6000,NA,NA
"20170915_CC0288*01_unk_207_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_20130268*03_unk_208_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC4653*01_unk_209_1","2017-09-15",-6000,100003,"Grand River Ave"
"20170915_CC4676*04_unk_210_1","2017-09-15",-6000,NA,NA
"20170915_CC4676*01_unk_211_1","2017-09-15",-6000,NA,NA
"20170915_20130268*01_unk_212_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC0242*01_unk_213_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC4639*02_unk_214_1","2017-09-15",-6000,NA,NA
"20170915_CC0016*01_unk_215_1","2017-09-15",-6000,100006,"Music Building"
"20170915_CC0192*01_unk_216_1","2017-09-15",-6000,100006,"Music Building"
"20170915_98P021*03_unk_217_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC0239*01_unk_218_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC6259*04_unk_219_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_CC6394*01_unk_220_1","2017-09-15",-6000,100008,"NE Dorms"
"20170915_20110608*01_unk_221_1","2017-09-15",-6000,100003,"Grand River Ave"
"20170915_20060244*05_unk_222_1","2017-09-15",-6000,100007,"Kresge Arts Center and Giltner Hall"
"20170915_20080508*03_unk_223_1","2017-09-15",-6000,100004,"Hannah Administration Building"
"20170915_20060244*14_unk_224_1","2017-09-15",-6000,100007,"Kresge Arts Center and Giltner Hall"
"20170915_CC0253*01_unk_225_1","2017-09-15",-6000,100001,"Beaumont Tower"
"20170915_CC0016*01_unk_226_1","2017-09-15",-6000,100006,"Music Building"
"20170915_CC0597*01_unk_227_1","2017-09-15",-6000,100005,"Beal Botanical Garden"
"20170915_CC6631*01_unk_228_1","2017-09-15",-6000,100016,"Shaw Hall"
"20170915_CC4611*01_unk_229_1","2017-09-15",-6000,NA,NA
"20170915_94N379*07_unk_230_1","2017-09-15",-6000,100013,"Plant Sciences"
"20170915_CC6416*01_unk_231_1","2017-09-15",-6000,100007,"Kresge Arts Center and Giltner Hall"
"20170915_CC6694*01_unk_232_1","2017-09-15",-6000,100016,"Shaw Hall"
"20170915_CC2938*01_unk_233_1","2017-09-15",-6000,100010,"Sanford Natural Area"
"20170916_CC5459*02_unk_234_1","2017-09-16",-6000,100018,"South Neighborhood"
"20170916_20080059*15_unk_235_1","2017-09-16",-6000,100001,"Beaumont Tower"
"20170916_CC6484*01_unk_236_1","2017-09-16",-6000,NA,NA
"20170916_CC6859*01_unk_237_1","2017-09-16",-6000,100011,"International Center"
"20170916_CC6249*01_unk_238_1","2017-09-16",-6000,100008,"NE Dorms"
"20170916_CC5067*02_unk_239_1","2017-09-16",-6000,NA,NA
"20170916_CC6281*01_unk_240_1","2017-09-16",-6000,100008,"NE Dorms"
"20170916_CC6281*02_unk_241_1","2017-09-16",-6000,100008,"NE Dorms"
"20170916_CC6859*01_unk_242_1","2017-09-16",-6000,100011,"International Center"
"20170916_NN0748*01_unk_243_1","2017-09-16",-6000,100013,"Plant Sciences"
"20170916_CC0370*01_unk_244_1","2017-09-16",-6000,100001,"Beaumont Tower"
"20170916_CC4639*02_unk_245_1","2017-09-16",-6000,NA,NA
"20170916_CC6484*02_unk_246_1","2017-09-16",-6000,NA,NA
"20170916_CC4600*01_unk_247_1","2017-09-16",-6000,100002,"Benefactors Plaza"
"20170916_CC0364*01_unk_248_1","2017-09-16",-6000,100001,"Beaumont Tower"
"20170916_CC6395*01_unk_249_1","2017-09-16",-6000,100008,"NE Dorms"
"20170916_CC6530*01_unk_250_1","2017-09-16",-6000,100007,"Kresge Arts Center and Giltner Hall"
"20170916_CC6395*01_unk_251_1","2017-09-16",-6000,100008,"NE Dorms"
"20170916_CC2943*03_unk_252_1","2017-09-16",-6000,100010,"Sanford Natural Area"
"20170916_98P136*01_unk_253_1","2017-09-16",-6000,NA,NA
"20170916_CC0370*01_unk_254_1","2017-09-16",-6000,100001,"Beaumont Tower"
"20170916_CC6530*01_unk_255_1","2017-09-16",-6000,100007,"Kresge Arts Center and Giltner Hall"
"20170916_20000146*06_unk_256_1","2017-09-16",-6000,100013,"Plant Sciences"
"20170916_CC1720*03_unk_257_1","2017-09-16",-6000,100011,"International Center"
"20170916_CC1623*01_unk_258_1","2017-09-16",-6000,100016,"Shaw Hall"
"20170916_CC4639*01_unk_259_1","2017-09-16",-6000,NA,NA
"20170916_CC6943*01_unk_260_1","2017-09-16",-6000,100018,"South Neighborhood"
"20170916_CC1849*01_unk_261_1","2017-09-16",-6000,100009,"Jenison Field House"
"20170916_20060244*05_unk_262_1","2017-09-16",-6000,100007,"Kresge Arts Center and Giltner Hall"
"20170916_CC7298*01_unk_263_1","2017-09-16",-6000,100014,"Breslin to Stadium"
"20170916_CC1741*01_unk_264_1","2017-09-16",-6000,100011,"International Center"
"20170916_CC1245*01_unk_265_1","2017-09-16",-6000,100003,"Grand River Ave"
"20170916_CC4423*01_unk_266_1","2017-09-16",-6000,100002,"Benefactors Plaza"
"20170917_CC1059*01_unk_267_1","2017-09-17",-6000,100004,"Hannah Administration Building"
"20170917_CC6328*01_unk_268_1","2017-09-17",-6000,100008,"NE Dorms"
"20170917_CC4955*02_unk_269_1","2017-09-17",-6000,100014,"Breslin to Stadium"
"20170917_89P063*01_unk_270_1","2017-09-17",-6000,100016,"Shaw Hall"
"20170917_CC0364*01_unk_271_1","2017-09-17",-6000,100001,"Beaumont Tower"
"20170917_CC6694*01_unk_272_1","2017-09-17",-6000,100016,"Shaw Hall"
"20170917_89P063*08_unk_273_1","2017-09-17",-6000,100016,"Shaw Hall"
"20170917_CC5484*01_unk_274_1","2017-09-17",-6000,100016,"Shaw Hall"
"20170917_CC5484*02_unk_275_1","2017-09-17",-6000,100016,"Shaw Hall"
"20170917_CC6284*01_unk_276_1","2017-09-17",-6000,NA,NA
"20170917_20000146*03_unk_277_1","2017-09-17",-6000,100013,"Plant Sciences"
"20170917_20000146*06_unk_278_1","2017-09-17",-6000,100013,"Plant Sciences"
"20170917_20100048*11_unk_279_1","2017-09-17",-6000,100013,"Plant Sciences"
"20170917_CC0192*01_unk_280_1","2017-09-17",-6000,100006,"Music Building"
"20170917_CC0288*01_unk_281_1","2017-09-17",-6000,100001,"Beaumont Tower"
"20170917_CC0286*01_unk_282_1","2017-09-17",-6000,100001,"Beaumont Tower"
"20170917_CC6281*01_unk_283_1","2017-09-17",-6000,100008,"NE Dorms"
"20170917_CC6281*02_unk_284_1","2017-09-17",-6000,100008,"NE Dorms"
"20170917_CC4676*04_unk_285_1","2017-09-17",-6000,NA,NA
"20170917_20060244*14_unk_286_1","2017-09-17",-6000,100007,"Kresge Arts Center and Giltner Hall"
"20170917_CC6405*01_unk_287_1","2017-09-17",-6000,100008,"NE Dorms"
"20170917_CC6248*01_unk_288_1","2017-09-17",-6000,100008,"NE Dorms"
"20170917_20060244*05_unk_289_1","2017-09-17",-6000,100007,"Kresge Arts Center and Giltner Hall"
"20170917_CC6484*02_unk_290_1","2017-09-17",-6000,NA,NA
"20170917_CC6484*01_unk_291_1","2017-09-17",-6000,NA,NA
"20170917_CC0182*01_unk_292_1","2017-09-17",-6000,100006,"Music Building"
"20170917_CC0242*01_unk_293_1","2017-09-17",-6000,100001,"Beaumont Tower"
"20170917_CC0370*01_unk_294_1","2017-09-17",-6000,100001,"Beaumont Tower"
"20170917_CC0255*01_unk_295_1","2017-09-17",-6000,100001,"Beaumont Tower"
"20170917_20130268*01_unk_296_1","2017-09-17",-6000,100001,"Beaumont Tower"
"20170917_CC5459*02_unk_297_1","2017-09-17",-6000,100018,"South Neighborhood"
"20170917_CC5459*03_unk_298_1","2017-09-17",-6000,100018,"South Neighborhood"
"20170917_CC0402*01_unk_299_1","2017-09-17",-6000,100001,"Beaumont Tower"
"20170917_CC5484*01_unk_300_1","2017-09-17",-6000,100016,"Shaw Hall"
"20170917_CC4676*03_unk_301_1","2017-09-17",-6000,NA,NA
"20170917_CC4676*02_unk_302_1","2017-09-17",-6000,NA,NA
"20170917_CC5067*02_unk_303_1","2017-09-17",-6000,NA,NA
"20170917_CC6248*01_unk_304_1","2017-09-17",-6000,100008,"NE Dorms"
"20170917_CC0302*01_unk_305_1","2017-09-17",-6000,100001,"Beaumont Tower"
"20170917_CC0364*01_unk_306_1","2017-09-17",-6000,100001,"Beaumont Tower"
"20170917_CC0192*01_unk_307_1","2017-09-17",-6000,100006,"Music Building"
"20170917_CC0190*01_unk_308_1","2017-09-17",-6000,100006,"Music Building"
"20170917_20050360*10_unk_309_1","2017-09-17",-6000,100001,"Beaumont Tower"
"20170917_CC4331*01_unk_310_1","2017-09-17",-6000,100004,"Hannah Administration Building"
"20170917_CC4694*01_unk_311_1","2017-09-17",-6000,100002,"Benefactors Plaza"
"20170917_NN0748*01_unk_312_1","2017-09-17",-6000,100013,"Plant Sciences"
"20170917_CC6694*01_unk_313_1","2017-09-17",-6000,100016,"Shaw Hall"
"20170917_CC0302*01_unk_314_1","2017-09-17",-6000,100001,"Beaumont Tower"
"20170917_CC6259*04_unk_315_1","2017-09-17",-6000,100008,"NE Dorms"
"20170917_89P063*02_unk_316_1","2017-09-17",-6000,100016,"Shaw Hall"
"20170917_CC6394*01_unk_317_1","2017-09-17",-6000,100008,"NE Dorms"
"20170917_CC6284*01_unk_318_1","2017-09-17",-6000,NA,NA
"20170917_CC6530*01_unk_319_1","2017-09-17",-6000,100007,"Kresge Arts Center and Giltner Hall"
"20170917_NN0749*01_unk_320_1","2017-09-17",-6000,100013,"Plant Sciences"
"20170917_CC2943*01_unk_321_1","2017-09-17",-6000,100010,"Sanford Natural Area"
"20170917_CC6270*01_unk_322_1","2017-09-17",-6000,100008,"NE Dorms"
"20170917_CC1032*01_unk_323_1","2017-09-17",-6000,100004,"Hannah Administration Building"
"20170917_20060244*12_unk_324_1","2017-09-17",-6000,100007,"Kresge Arts Center and Giltner Hall"
"20170917_CC6260*01_unk_325_1","2017-09-17",-6000,100008,"NE Dorms"
"20170917_CC0239*01_unk_326_1","2017-09-17",-6000,100001,"Beaumont Tower"
"20170917_CC0234*01_unk_327_1","2017-09-17",-6000,100001,"Beaumont Tower"
"20170917_20100048*09_unk_328_1","2017-09-17",-6000,100013,"Plant Sciences"
"20170917_CC2943*02_unk_329_1","2017-09-17",-6000,100010,"Sanford Natural Area"
"20170917_CC1720*01_unk_330_1","2017-09-17",-6000,100011,"International Center"
"20170917_CC6859*01_unk_331_1","2017-09-17",-6000,100011,"International Center"
